Item Number,number,Quantity,Equipment,Module,Level of significance,Category,Other Information,UOM,ST,Description 1,Description 2,Search Text,Unit Cost,Extended Cost,jdelitm,prp1,prp2,file_name,Type,DIM,Comm Class,Supplier,Item Pool,Drawing2
24104156,,10,,17,,,,EA,B,HEX.SOC.FH.CAP SCREW,"#10-24UNC X 0.625""",ZINC PLATED [A574],0.0334,,24104156,Inch Fastener,Hex.Socket Head Product,VTFR_0.190-24X0.625.p,p,,50,5,FASTENAL CANADA LTD.(CAD)(KITC,
24104134,,1,,17,,,,EA,B,HEX.SOC.CAP SCREW,"#8-32UNC X 1.250""",ZINC PLATED [A574],0.0467,,24104134,Inch Fastener,Hex.Socket Head Product,VTCY_0.164-32X1.250.p,p,,50,5,FASTENAL CANADA LTD.(CAD)(KITC,
24104348,,4,,17,,,,EA,B,HEX.SOC.CAP SCREW,M8-1.25 X 20MM,ZINC PLATED [CL8.8],0.0811,,24104348,Metric Fastener,Hex.Socket Head Product,VTCY_M08-1.25X020.par,par,,90,7,FASTENAL CANADA LTD.(CAD)(KITC,
24103381,,4,,17,,,,EA,B,HEX.NYLON INSERT LOCKNUT,#10-24UNC,ZINC PLATED,0.0117,,24103381,Inch Fastener,Nut & Washer,E_AB_0.190-24.PAR    ,par,,50,5,FASTENAL CANADA LTD.(CAD)(KITC,
181670,,4,,17,,,,EA,B,CARRIAGE BOLT,"1/4-20UNC X 1.000""",[SS.304],0.135,,181670,Inch Fastener,Hex.Head Product & Screw,BCCC_0.250-20X1.000_S,000_s,,50,5,FASTENAL CANADA LTD.(CAD)(KITC,
161078,,4,,17,,,,EA,B,CARRIAGE BOLT,"1/4-20UNC X 0.750""",ZINC PLATED [GR.5],0.0718,,161078,Inch Fastener,Hex.Head Product & Screw,BCCC_0.250-20X0.750.P,p,,50,6,FASTENAL CANADA LTD.(CAD)(KITC,
166292,,2,,17,,,,EA,B,HEX.SOC.BUT.HD.CAP SCREW,M4-0.70 X 20MM,ZINC PLATED,0.193,,166292,Metric Fastener,Hex.Socket Head Product,166292.par           ,par,,90,7,FASTENAL CANADA LTD.(CAD)(KITC,
123257,,2,,17,,,,EA,B,HEX.SOC.CAP SCREW,"#8-32UNC X 1.750""",ZINC PLATED [A574],0.0459,,123257,Inch Fastener,Hex.Socket Head Product,VTCY_0.164-32X1.750.p,p,,50,6,FASTENAL CANADA LTD.(CAD)(KITC,
118571,,2,,17,,,,EA,B,HEX.HD.CAP SCREW,"1/4-20UNC X 0.625""",[SS.304],0.0815,,118571,Inch Fastener,Hex.Head Product & Screw,VTHE_0.250-20X0.625_S,625_s,,50,5,FASTENAL CANADA LTD.(CAD)(KITC,
113930,,35,,17,,,,EA,B,HEX.HD.CAP SCREW,"1/4-20UNC X 0.625""",ZINC PLATED [GR.5],0.0216,,113930,Inch Fastener,Hex.Head Product & Screw,VTHE_0.250-20X0.625_G,625_g,,50,5,FASTENAL CANADA LTD.(CAD)(KITC,
146385,,2,,17,,,,EA,B,HEX.HD.CAP SCREW-FULL THD.,"1/4-20UNC X 2.250""",ZINC PLATED [GR.5],0.0844,,146385,Inch Fastener,Hex.Head Product & Screw,146385.par           ,par,,50,6,FASTENAL CANADA LTD.(CAD)(KITC,
24104102,,5,,17,,,,EA,B,HEX.NYLON INSERT LOCKNUT,M10-1.50,ZINC PLATED [CL8.8],0.0475,,24104102,Metric Fastener,Nut & Washer,E_AB_M10-1.50.PAR    ,par,,90,5,FASTENAL CANADA LTD.(CAD)(KITC,
155397,,6,,17,,,,EA,B,SCREW BUT.HEAD;TORX;SOC.DRIVE,"1/4-20UNC X 1.000""-STEEL",.,0.7263,,155397,Inch Fastener,Hex.Head Product & Screw,155397.par           ,par,,50,7,FASTENAL CANADA LTD.(CAD)(KITC,
148460,,2,,17,,,,EA,B,HEX.HD.CAP SCREW-FULL THD.,"3/8-16UNC X 3.000""",ZINC PLATED [GR.5],0.1549,,148460,Inch Fastener,Hex.Head Product & Screw,VTHE_0.375-16X3.000_F,000_f,,50,6,FASTENAL CANADA LTD.(CAD)(KITC,
146368,,16,,17,,,,EA,B,HEX.SOC.BUT.HD.CAP SCREW,"1/4-20UNC X 1.000""",[SS.304],0.0679,,146368,Inch Fastener,Hex.Socket Head Product,VTRO_0.250-20X1.000_S,000_s,,50,5,FASTENAL CANADA LTD.(CAD)(KITC,
143847,,1,,17,,,,EA,P,WASHER;RUBBER,RB-258,SKU #12564-00146,2.4619,,143847,Inch Fastener,Nut & Washer,143847.par           ,par,,50,7,FASTENAL CANADA LTD.(CAD)(KITC,
183938,,6,,17,,,,EA,B,SCREW TORX TAMPER-RESISTANT,"#8-32UNC X 1.000""",[SS.18-8] 381-G04-1N,0.6825,,183938,Inch Fastener,Misc. Fastener,183938.par           ,par,,50,5,FASTENAL CANADA LTD.(CAD)(KITC,
24101343,,8,,17,,,,EA,B,CARRIAGE BOLT,"1/4-20UNC X 1.000""",ZINC PLATED [GR.5],0.0675,,24101343,Inch Fastener,Hex.Head Product & Screw,BCCC_0.250-20X1.000.P,p,,50,5,FASTENAL CANADA LTD.(CAD)(KITC,
24101224,,4,,17,,,,EA,B,WASHER;SPRING LOCK,M8,ZINC PLATED,0.0099,,24101224,Metric Fastener,Nut & Washer,RR_M08.PAR           ,par,,90,5,FASTENAL CANADA LTD.(CAD)(KITC,
24101223,,8,,17,,,,EA,B,WASHER;SPRING LOCK,M6,ZINC PLATED,0.0088,,24101223,Metric Fastener,Nut & Washer,RR_M06.PAR           ,par,,90,5,FASTENAL CANADA LTD.(CAD)(KITC,
24101222,,16,,17,,,,EA,B,WASHER;SPRING LOCK,M5,ZINC PLATED,0.0062,,24101222,Metric Fastener,Nut & Washer,RR_M05.PAR           ,par,,90,6,FASTENAL CANADA LTD.(CAD)(KITC,
24101221,,6,,17,,,,EA,B,WASHER;SPRING LOCK,M4,ZINC PLATED,0.014,,24101221,Metric Fastener,Nut & Washer,RR_M04.PAR           ,par,,90,6,FASTENAL CANADA LTD.(CAD)(KITC,
24101217,,62,,17,,,,EA,B,WASHER;FLAT M5,10MM OD;ZINC PLATED[GR.5],DIN 125A,0.0054,,24101217,Metric Fastener,Nut & Washer,RP_M05.PAR           ,par,,90,5,FASTENAL CANADA LTD.(CAD)(KITC,
24101216,,26,,17,,,,EA,B,WASHER;FLAT M4,9MM OD;ZINC PLATED[GR.5],DIN 125A,0.0026,,24101216,Metric Fastener,Nut & Washer,RP_M04.PAR           ,par,,90,5,FASTENAL CANADA LTD.(CAD)(KITC,
24101212,,40,,17,,,,EA,B,HEX.NUT,M5-0.80,ZINC PLATED [CL8.8],0.0057,,24101212,Metric Fastener,Nut & Washer,E_HEX_M05-0.80.par   ,par,,90,6,FASTENAL CANADA LTD.(CAD)(KITC,
24101199,,4,,17,,,,EA,B,HEX.HD.CAP SCREW,M8-1.25 X 20MM,ZINC PLATED [CL8.8],0.0477,,24101199,Metric Fastener,Hex.Head Product & Screw,VTHE_M08-1.25X020_CLS,25x020_cls,,90,5,FASTENAL CANADA LTD.(CAD)(KITC,
24101194,,4,,17,,,,EA,B,HEX.HD.CAP SCREW,M6-1.00 X 20MM,ZINC PLATED [CL8.8],0.0286,,24101194,Metric Fastener,Hex.Head Product & Screw,VTHE_M06-1.00X020_CLS,00x020_cls,,90,5,FASTENAL CANADA LTD.(CAD)(KITC,
24101501,,4,,17,,,,EA,B,HEX.NYLON INSERT LOCKNUT,M6-1.00,ZINC PLATED [CL8.8],0.0139,,24101501,Metric Fastener,Nut & Washer,E_AB_M06-1.00.PAR    ,par,,90,5,FASTENAL CANADA LTD.(CAD)(KITC,
24101193,,4,,17,,,,EA,B,HEX.HD.CAP SCREW,M6-1.00 X 16MM,ZINC PLATED [CL8.8],0.0214,,24101193,Metric Fastener,Hex.Head Product & Screw,VTHE_M06-1.00X016_CLS,00x016_cls,,90,5,FASTENAL CANADA LTD.(CAD)(KITC,
24101134,,4,,17,,,,EA,B,HEX.SOC.CAP SCREW,M5-0.80 X 35MM,ZINC PLATED [CL8.8],0.0753,,24101134,Metric Fastener,Hex.Socket Head Product,VTCY_M05-0.80X035.par,par,,90,6,FASTENAL CANADA LTD.(CAD)(KITC,
24101091,,4,,17,,,,EA,B,HEX.SOC.CAP SCREW,"1/4-28UNF X 1.000""",ZINC PLATED [A574],0.1222,,24101091,Inch Fastener,Hex.Socket Head Product,VTCY_0.250-28X1.000.p,p,,50,6,FASTENAL CANADA LTD.(CAD)(KITC,
24100983,,28,,17,,,,EA,B,CARRIAGE BOLT,"3/8-16UNC X 1.250""",ZINC PLATED [GR.5],0.0781,,24100983,Inch Fastener,Hex.Head Product & Screw,BCCC_0.375-16X1.250.P,p,,50,5,FASTENAL CANADA LTD.(CAD)(KITC,
24100599,,2,,17,,,,EA,B,HEX.SOC.SET SCREW CUP POINT,"1/4-20UNC X 0.250""",ZINC PLATED [A574],0.0655,,24100599,Inch Fastener,Hex.Socket Head Product,VP_0.250-20X0.250.PAR,par,,50,5,FASTENAL CANADA LTD.(CAD)(KITC,
24100554,,4,,17,,,,EA,B,HEX.SOC.CAP SCREW,"1/4-20UNC X 1.250""",ZINC PLATED [A574],0.0694,,24100554,Inch Fastener,Hex.Socket Head Product,VTCY_0.250-20X1.250.p,p,,50,5,FASTENAL CANADA LTD.(CAD)(KITC,
24100504,,44,,17,,,,EA,B,HEX.NYLON INSERT LOCKNUT,1/4-20UNC,ZINC PLATED [GR.2],0.0165,,24100504,Inch Fastener,Nut & Washer,E_AB_0.250-20.PAR    ,par,,50,5,FASTENAL CANADA LTD.(CAD)(KITC,
24100503,,12,,17,,,,EA,B,HEX.NYLON INSERT LOCKNUT,5/16-18UNC,ZINC PLATED [GR.2],0.0173,,24100503,Inch Fastener,Nut & Washer,E_AB_0.313-18.PAR    ,par,,50,5,FASTENAL CANADA LTD.(CAD)(KITC,
24100502,,8,,17,,,,EA,B,HEX.NYLON INSERT LOCKNUT,5/8-11UNC,ZINC PLATED [GR.2],0.1356,,24100502,Inch Fastener,Nut & Washer,E_AB_0.625-11.PAR    ,par,,50,5,FASTENAL CANADA LTD.(CAD)(KITC,
24100502,,8,,17,,,,EA,B,HEX.NYLON INSERT LOCKNUT,5/8-11UNC,ZINC PLATED [GR.2],0.1356,,24100502,Inch Fastener,Nut & Washer,E_AB_0.625-11.PAR    ,par,,50,5,FASTENAL CANADA LTD.(CAD)(KITC,
24101189,,4,,17,,,,EA,B,HEX.HD.CAP SCREW,M5-0.80 X 16MM,ZINC PLATED [CL8.8],0.0195,,24101189,Metric Fastener,Hex.Head Product & Screw,VTHE_M05-0.80X016_CLS,80x016_cls,,90,6,FASTENAL CANADA LTD.(CAD)(KITC,
24100356,,2,,17,,,,EA,B,HEX.SOC.SET SCREW CUP POINT,"1/4-20UNC X 0.750""",ZINC PLATED [A574],0.1693,,24100356,Inch Fastener,Hex.Socket Head Product,VP_0.250-20X0.750.PAR,par,,50,5,FASTENAL CANADA LTD.(CAD)(KITC,
24101583,,14,,17,,,,EA,B,WASHER;SPRING LOCK,#10,ZINC PLATED,0.0054,,24101583,Inch Fastener,Nut & Washer,RR_0.190.PAR         ,par,,50,5,FASTENAL CANADA LTD.(CAD)(KITC,
24101590,,4,,17,,,,EA,B,HEX.SOC.CAP SCREW,"#8-32UNC X 1.000""",ZINC PLATED [A574],0.032,,24101590,Inch Fastener,Hex.Socket Head Product,VTCY_0.164-32X1.000.p,p,,50,6,FASTENAL CANADA LTD.(CAD)(KITC,
24103224,,4,,17,,,,EA,B,HEX.NYLON INSERT LOCKNUT,1/4-20UNC,[SS.304],0.0321,,24103224,Inch Fastener,Nut & Washer,E_AB_0.250-20_SS.par ,par,,50,5,FASTENAL CANADA LTD.(CAD)(KITC,
24102962,,2,,17,,,,EA,B,HEX.JAM NUT,1/4-20UNC,ZINC PLATED [GR.5],0.0087,,24102962,Inch Fastener,Nut & Washer,E_CE_0.250-20.PAR    ,par,,50,5,FASTENAL CANADA LTD.(CAD)(KITC,
24102786,,16,,17,,,,EA,B,HEX.NYLON INSERT LOCKNUT,#6-32UNC,[SS.304],0.0243,,24102786,Inch Fastener,Nut & Washer,E_AB_0.138-32_SS.par ,par,,50,6,FASTENAL CANADA LTD.(CAD)(KITC,
24102667,,16,,17,,,,EA,B,HEX.HD.CAP SCREW,"1/4-20UNC X 0.500""",[SS.304],0.0762,,24102667,Inch Fastener,Hex.Head Product & Screw,VTHE_0.250-20X0.500_S,500_s,,50,5,FASTENAL CANADA LTD.(CAD)(KITC,
24102658,,4,,17,,,,EA,B,HEX.SOC.CAP SCREW,M5-0.80 X 16MM,ZINC PLATED [CL8.8],0.0309,,24102658,Metric Fastener,Hex.Socket Head Product,VTCY_M05-0.80X016.par,par,,90,5,FASTENAL CANADA LTD.(CAD)(KITC,
24102658,,4,,17,,,,EA,B,HEX.SOC.CAP SCREW,M5-0.80 X 16MM,ZINC PLATED [CL8.8],0.0309,,24102658,Metric Fastener,Hex.Socket Head Product,VTCY_M05-0.80X016.par,par,,90,5,FASTENAL CANADA LTD.(CAD)(KITC,
24102513,,20,,17,,,,EA,B,"WASHER;FLAT 0.250""","0.625"" OD;SS.304[18-8]",SMALL OD,0.0098,,24102513,Inch Fastener,Nut & Washer,RP_0.250_SS.PAR      ,par,,50,5,FASTENAL CANADA LTD.(CAD)(KITC,
24101586,,16,,17,,,,EA,B,HEX.SOC.CAP SCREW,"#6-32UNC X 0.750""",ZINC PLATED [A574],0.0357,,24101586,Inch Fastener,Hex.Socket Head Product,VTCY_0.138-32X0.750.p,p,,50,6,FASTENAL CANADA LTD.(CAD)(KITC,
24102505,,18,,17,,,,EA,B,WASHER;SPRING LOCK,"0.250""",[SS.304],0.0155,,24102505,Inch Fastener,Nut & Washer,RR_0.250_SS.PAR      ,par,,50,5,FASTENAL CANADA LTD.(CAD)(KITC,
24102247,,2,,17,,,,EA,B,HEX.JAM NUT,3/8-16UNC,ZINC PLATED [GR.5],0.0193,,24102247,Inch Fastener,Nut & Washer,E_CE_0.375-16.PAR    ,par,,50,5,FASTENAL CANADA LTD.(CAD)(KITC,
24102124,,8,,17,,,,EA,B,HEX.HD.CAP SCREW,"5/8-11UNC X 4.500""",ZINC PLATED [GR.5],0.5551,,24102124,Inch Fastener,Hex.Head Product & Screw,VTHE_0.625-11X4.500_G,500_g,,50,5,FASTENAL CANADA LTD.(CAD)(KITC,
24101947,,10,,17,,,,EA,B,HEX.SOC.CAP SCREW,"#10-24UNC X 0.375""",ZINC PLATED [A574],0.0399,,24101947,Inch Fastener,Hex.Socket Head Product,VTCY_0.190-24X0.375.p,p,,50,6,FASTENAL CANADA LTD.(CAD)(KITC,
24101598,,22,,17,,,,EA,B,HEX.SOC.CAP SCREW,"1/4-20UNC X 1.000""",ZINC PLATED [A574],0.0518,,24101598,Inch Fastener,Hex.Socket Head Product,VTCY_0.250-20X1.000.p,p,,50,5,FASTENAL CANADA LTD.(CAD)(KITC,
24101596,,19,,17,,,,EA,B,HEX.SOC.CAP SCREW,"1/4-20UNC X 0.500""",ZINC PLATED [A574],0.0366,,24101596,Inch Fastener,Hex.Socket Head Product,VTCY_0.250-20X0.500.p,p,,50,5,FASTENAL CANADA LTD.(CAD)(KITC,
24101595,,4,,17,,,,EA,B,HEX.SOC.CAP SCREW,"#10-24UNC X 1.500""",ZINC PLATED [A574],0.0548,,24101595,Inch Fastener,Hex.Socket Head Product,VTCY_0.190-24X1.500.p,p,,50,6,FASTENAL CANADA LTD.(CAD)(KITC,
24101594,,8,,17,,,,EA,B,HEX.SOC.CAP SCREW,"#10-24UNC X 1.000""",ZINC PLATED [A574],0.0333,,24101594,Inch Fastener,Hex.Socket Head Product,VTCY_0.190-24X1.000.p,p,,50,5,FASTENAL CANADA LTD.(CAD)(KITC,
24101593,,2,,17,,,,EA,B,HEX.SOC.CAP SCREW,"#10-24UNC X 0.750""",ZINC PLATED [A574],0.0405,,24101593,Inch Fastener,Hex.Socket Head Product,VTCY_0.190-24X0.750.p,p,,50,5,FASTENAL CANADA LTD.(CAD)(KITC,
24102425,,28,,17,,,,EA,B,WASHER;FLAT M8,16MM OD;ZINC PLATED[GR.5],DIN 125A,0.0099,,24102425,Metric Fastener,Nut & Washer,RP_M08.PAR           ,par,,90,5,FASTENAL CANADA LTD.(CAD)(KITC,
24100241,,4,,17,,,,EA,B,HEX.SOC.CAP SCREW,M5-0.80 X 25MM,ZINC PLATED [CL8.8],0.0365,,24100241,Metric Fastener,Hex.Socket Head Product,VTCY_M05-0.80X025.par,par,,90,6,FASTENAL CANADA LTD.(CAD)(KITC,
24100175,,46,,17,,,,EA,B,HEX.NYLON INSERT LOCKNUT,3/8-16UNC,ZINC PLATED [GR.2],0.0293,,24100175,Inch Fastener,Nut & Washer,E_AB_0.375-16.PAR    ,par,,50,5,FASTENAL CANADA LTD.(CAD)(KITC,
214474,,2,,17,,,,EA,B,HEX.SOC.CAP SCREW,"#8-32UNC X 2.750""",ZINC PLATED [A574],0.9483,,214474,Inch Fastener,Hex.Socket Head Product,214474.par           ,par,,50,7,FASTENAL CANADA LTD.(CAD)(KITC,
211980,,6,,17,,,,EA,B,SCREW TORX TAMPER-RESISTANT,"#8-32UNC X 0.750""",[SS.18-8],0.38,,211980,Inch Fastener,Hex.Head Product & Screw,211980.par           ,par,,50,5,FASTENAL CANADA LTD.(CAD)(KITC,
211438,,6,,17,,,,EA,B,SCREW TORX TAMPER-RESISTANT,"#8-32UNC X 1.250""",[SS.18-8],0.341,,211438,Inch Fastener,Hex.Head Product & Screw,211438.par           ,par,,50,5,FASTENAL CANADA LTD.(CAD)(KITC,
24100001,,17,,17,,,,EA,B,HEX.HD.CAP SCREW,"1/4-20UNC X 0.750""",ZINC PLATED [GR.5],0.0217,,24100001,Inch Fastener,Hex.Head Product & Screw,VTHE_0.250-20X0.750_G,750_g,,50,5,FASTENAL CANADA LTD.(CAD)(KITC,
24100172,,10,,17,,,,EA,B,WASHER;FLAT #10,"0.500"" OD;ZINC PLATED[GR.5]",SAE,0.0024,,24100172,Inch Fastener,Nut & Washer,RP_0.190.PAR         ,par,,50,5,FASTENAL CANADA LTD.(CAD)(KITC,
24100171,,36,,17,,,,EA,B,WASHER;FLAT #8,"0.438"" OD;ZINC PLATED[GR.5]",SAE,0.0024,,24100171,Inch Fastener,Nut & Washer,RP_0.164.PAR         ,par,,50,5,FASTENAL CANADA LTD.(CAD)(KITC,
24100168,,4,,17,,,,EA,B,WASHER;SPRING LOCK,#8,ZINC PLATED,0.0045,,24100168,Inch Fastener,Nut & Washer,RR_0.164.PAR         ,par,,50,5,FASTENAL CANADA LTD.(CAD)(KITC,
24100157,,26,,17,,,,EA,B,HEX.HD.CAP SCREW,"1/4-20UNC X 0.500""",ZINC PLATED [GR.5],0.0196,,24100157,Inch Fastener,Hex.Head Product & Screw,VTHE_0.250-20X0.500_G,500_g,,50,5,FASTENAL CANADA LTD.(CAD)(KITC,
24100131,,2,,17,,,,EA,B,HEX.NUT,1/4-20UNC,ZINC PLATED [GR.5],0.0109,,24100131,Inch Fastener,Nut & Washer,E_HEX_0.250-20.PAR   ,par,,50,6,FASTENAL CANADA LTD.(CAD)(KITC,
24100081,,13,,17,,,,EA,B,HEX.HD.CAP SCREW,"3/8-16UNC X 1.250""",ZINC PLATED [GR.5],0.0684,,24100081,Inch Fastener,Hex.Head Product & Screw,VTHE_0.375-16X1.250_G,250_g,,50,5,FASTENAL CANADA LTD.(CAD)(KITC,
24100080,,26,,17,,,,EA,B,HEX.HD.CAP SCREW,"3/8-16UNC X 0.750""",ZINC PLATED [GR.5],0.0445,,24100080,Inch Fastener,Hex.Head Product & Screw,VTHE_0.375-16X0.750_G,750_g,,50,5,FASTENAL CANADA LTD.(CAD)(KITC,
24100070,,8,,17,,,,EA,B,HEX.HD.CAP SCREW,"5/16-18UNC X 1.750""",ZINC PLATED [GR.5],0.0797,,24100070,Inch Fastener,Hex.Head Product & Screw,VTHE_0.313-18X1.750_G,750_g,,50,5,FASTENAL CANADA LTD.(CAD)(KITC,
24100069,,4,,17,,,,EA,B,HEX.HD.CAP SCREW,"5/16-18UNC X 1.250""",ZINC PLATED [GR.5],0.0431,,24100069,Inch Fastener,Hex.Head Product & Screw,VTHE_0.313-18X1.250_G,250_g,,50,5,FASTENAL CANADA LTD.(CAD)(KITC,
24100065,,2,,17,,,,EA,B,HEX.HD.CAP SCREW,"1/4-20UNC X 2.250""",ZINC PLATED [GR.5],0.0532,,24100065,Inch Fastener,Hex.Head Product & Screw,VTHE_0.250-20X2.250_G,250_g,,50,5,FASTENAL CANADA LTD.(CAD)(KITC,
24100061,,2,,17,,,,EA,B,WASHER;SPRING LOCK,"0.625""",ZINC PLATED,0.0744,,24100061,Inch Fastener,Nut & Washer,RR_0.625.PAR         ,par, -     ,50,6,FASTENAL CANADA LTD.(CAD)(KITC,
24100133,,12,,17,,,,EA,B,HEX.NUT,3/8-16UNC,ZINC PLATED [GR.5],0.0174,,24100133,Inch Fastener,Nut & Washer,E_HEX_0.375-16.PAR   ,par,,50,5,FASTENAL CANADA LTD.(CAD)(KITC,
24100056,,113,,17,,,,EA,B,WASHER;SPRING LOCK,"0.250""",ZINC PLATED,0.0056,,24100056,Inch Fastener,Nut & Washer,RR_0.250.PAR         ,par,,50,5,FASTENAL CANADA LTD.(CAD)(KITC,
24100051,,50,,17,,,,EA,B,"WASHER;FLAT 0.375""","1.000"" OD;ZINC PLATED[GR.5]",USS,0.0203,,24100051,Inch Fastener,Nut & Washer,RP_0.375.PAR         ,par,,50,5,FASTENAL CANADA LTD.(CAD)(KITC,
24100049,,103,,17,,,,EA,B,"WASHER;FLAT 0.250""","0.734"" OD;ZINC PLATED[GR.5]",USS,0.0103,,24100049,Inch Fastener,Nut & Washer,RP_0.250.PAR         ,par,,50,5,FASTENAL CANADA LTD.(CAD)(KITC,
24100040,,2,,17,,,,EA,B,HEX.HD.CAP SCREW,"5/8-11UNC X 2.000""",ZINC PLATED [GR.5],0.3719,,24100040,Inch Fastener,Hex.Head Product & Screw,VTHE_0.625-11X2.000_G,000_g,,50,6,FASTENAL CANADA LTD.(CAD)(KITC,
24100020,,1,,17,,,,EA,B,HEX.HD.CAP SCREW,"3/8-16UNC X 4.000""",ZINC PLATED [GR.5],0.1594,,24100020,Inch Fastener,Hex.Head Product & Screw,VTHE_0.375-16X4.000_G,000_g,,50,6,FASTENAL CANADA LTD.(CAD)(KITC,
24100019,,2,,17,,,,EA,B,HEX.HD.CAP SCREW,"3/8-16UNC X 3.500""",ZINC PLATED [GR.5],0.1508,,24100019,Inch Fastener,Hex.Head Product & Screw,VTHE_0.375-16X3.500_G,500_g,,50,5,FASTENAL CANADA LTD.(CAD)(KITC,
24100002,,26,,17,,,,EA,B,HEX.HD.CAP SCREW,"1/4-20UNC X 1.000""",ZINC PLATED [GR.5],0.0253,,24100002,Inch Fastener,Hex.Head Product & Screw,VTHE_0.250-20X1.000_G,000_g,,50,5,FASTENAL CANADA LTD.(CAD)(KITC,
24100004,,4,,17,,,,EA,B,HEX.HD.CAP SCREW,"1/4-20UNC X 2.000""",ZINC PLATED [GR.5],0.0699,,24100004,Inch Fastener,Hex.Head Product & Screw,VTHE_0.250-20X2.000_G,000_g,,50,5,FASTENAL CANADA LTD.(CAD)(KITC,
24100016,,1,,17,,,,EA,B,HEX.HD.CAP SCREW,"3/8-16UNC X 2.000""",ZINC PLATED [GR.5],0.1115,,24100016,Inch Fastener,Hex.Head Product & Screw,VTHE_0.375-16X2.000_G,000_g,,50,5,FASTENAL CANADA LTD.(CAD)(KITC,
24100015,,16,,17,,,,EA,B,HEX.HD.CAP SCREW,"3/8-16UNC X 1.500""",ZINC PLATED [GR.5],0.0805,,24100015,Inch Fastener,Hex.Head Product & Screw,VTHE_0.375-16X1.500_G,500_g,,50,5,FASTENAL CANADA LTD.(CAD)(KITC,
24100058,,50,,17,,,,EA,B,WASHER;SPRING LOCK,"0.375""",ZINC PLATED,0.0113,,24100058,Inch Fastener,Nut & Washer,RR_0.375.PAR         ,par,,50,5,FASTENAL CANADA LTD.(CAD)(KITC,
24100014,,8,,17,,,,EA,B,HEX.HD.CAP SCREW,"3/8-16UNC X 1.000""",ZINC PLATED [GR.5],0.0594,,24100014,Inch Fastener,Hex.Head Product & Screw,VTHE_0.375-16X1.000_G,000_g,,50,5,FASTENAL CANADA LTD.(CAD)(KITC,
24104612,,2,,27,,,,EA,B,HEX.HD.CAP SCREW,M10-1.50 X 55MM,ZINC PLATED [CL8.8],0.157,,24104612,Metric Fastener,Hex.Head Product & Screw,VTHE_M10-1.50X055_CLS,50x055_cls,,90,6,FASTENAL CANADA LTD.(CAD)(KITC,
24104337,,4,,27,,,,EA,B,HEX.SOC.CAP SCREW,M6-1.00 X 70MM,ZINC PLATED [CL8.8],0.1658,,24104337,Metric Fastener,Hex.Socket Head Product,VTCY_M06-1.00X070.par,par,,90,6,FASTENAL CANADA LTD.(CAD)(KITC,
24104501,,4,,27,,,,EA,B,HEX.HD.CAP SCREW,M6-1.00 X 80MM,ZINC PLATED [CL8.8],0.1067,,24104501,Metric Fastener,Hex.Head Product & Screw,VTHE_M06-1.00X080_CLS,00x080_cls,,90,6,FASTENAL CANADA LTD.(CAD)(KITC,
24104536,,40,,27,,,,EA,B,WASHER;FLAT M10,20MM OD;ZINC PLATED[GR.5],DIN 125A,0.0164,,24104536,Metric Fastener,Nut & Washer,RP_M10.PAR           ,par,,90,5,FASTENAL CANADA LTD.(CAD)(KITC,
24104537,,28,,27,,,,EA,B,WASHER;FLAT M12,24MM OD;ZINC PLATED[GR.5],DIN 125A,0.0287,,24104537,Metric Fastener,Nut & Washer,RP_M12.PAR           ,par,,90,5,FASTENAL CANADA LTD.(CAD)(KITC,
24104537,,28,,27,,,,EA,B,WASHER;FLAT M12,24MM OD;ZINC PLATED[GR.5],DIN 125A,0.0287,,24104537,Metric Fastener,Nut & Washer,RP_M12.PAR           ,par,,90,5,FASTENAL CANADA LTD.(CAD)(KITC,
24104541,,65,,27,,,,EA,B,WASHER;FLAT M6,12MM OD;ZINC PLATED[GR.5],DIN 125A,0.0046,,24104541,Metric Fastener,Nut & Washer,RP_M06.PAR           ,par,,90,5,FASTENAL CANADA LTD.(CAD)(KITC,
24104548,,18,,27,,,,EA,B,WASHER;SPRING LOCK,M10,ZINC PLATED,0.0505,,24104548,Metric Fastener,Nut & Washer,RR_M10.PAR           ,par,,90,5,FASTENAL CANADA LTD.(CAD)(KITC,
24104717,,2,,27,,,,EA,B,HEX.HD.CAP SCREW,M10-1.50 X 35MM,ZINC PLATED [CL8.8],0.1049,,24104717,Metric Fastener,Hex.Head Product & Screw,VTHE_M10-1.50X035_CLS,50x035_cls,,90,5,FASTENAL CANADA LTD.(CAD)(KITC,
24104718,,2,,27,,,,EA,B,HEX.HD.CAP SCREW,M10-1.50 X 45MM,ZINC PLATED [CL8.8],0.132,,24104718,Metric Fastener,Hex.Head Product & Screw,VTHE_M10-1.50X045_CLS,50x045_cls,,90,5,FASTENAL CANADA LTD.(CAD)(KITC,
24104330,,1,,27,,,,EA,B,HEX.JAM NUT,M10-1.25,ZINC PLATED [CL8.8],0.0575,,24104330,Metric Fastener,Nut & Washer,E_CE_M10-1.25.PAR    ,par,,90,6,FASTENAL CANADA LTD.(CAD)(KITC,
24104326,,1,,27,,,,EA,B,HEX.HD.CAP SCREW,M8-1.25 X 35MM,ZINC PLATED [CL8.8],0.058,,24104326,Metric Fastener,Hex.Head Product & Screw,VTHE_M08-1.25X035_CLS,25x035_cls,,90,6,FASTENAL CANADA LTD.(CAD)(KITC,
